Area,ingredient,Year,Value
Paraguay,"Other forage products, n.e.c.",2020,5997.5
Paraguay,"Other grasses, for forage",2020,3960
Paraguay,"Other legumes, for forage",2020,3793.5000000000005
Paraguay,"Rye grass, for forage",2020,10087.5
Paraguay,"Sorghum, for forage",2020,11522.5
Paraguay,"Swedes, for forage",2020,3750
Paraguay,"Turnips, for forage",2020,6551.875
Peru,Alfalfa for forage and silage,2020,5490
Peru,"Beet, for forage",2020,9916.73076923077
Peru,"Cabbage, for forage",2020,7986.25
Peru,"Clover, for forage",2020,8560
Peru,"Hay for forage, from grasses",2020,1075.8333333333333
Peru,Maize for forage and silage,2020,12805
Peru,"Mixed grass and legumes, for forage",2020,3256.666666666667
Peru,"Other forage crops, n.e.c.",2020,3519
Peru,"Other forage products, n.e.c.",2020,5997.5
Peru,"Other grasses, for forage",2020,3960
Peru,"Other legumes, for forage",2020,3793.5000000000005
Peru,"Rye grass, for forage",2020,10087.5
Peru,"Sorghum, for forage",2020,11522.5
Peru,"Swedes, for forage",2020,3750
Peru,"Turnips, for forage",2020,6551.875
Philippines,Alfalfa for forage and silage,2020,5918.851351351352
Philippines,"Beet, for forage",2020,9916.73076923077
Philippines,"Cabbage, for forage",2020,7986.25
Philippines,"Clover, for forage",2020,6082.0999999999995
Philippines,"Hay for forage, from grasses",2020,1075.8333333333333
Philippines,Maize for forage and silage,2020,9080.849056603773
Philippines,"Mixed grass and legumes, for forage",2020,3256.666666666667
Philippines,"Other forage crops, n.e.c.",2020,3519
Philippines,"Other forage products, n.e.c.",2020,4265.333333333333
Philippines,"Other grasses, for forage",2020,3898.815789473684
Philippines,"Other legumes, for forage",2020,3793.5000000000005
Philippines,"Rye grass, for forage",2020,5695.357142857142
Philippines,"Sorghum, for forage",2020,7070.833333333334
Philippines,"Swedes, for forage",2020,3750
Philippines,"Turnips, for forage",2020,6551.875
Poland,Alfalfa for forage and silage,2020,3552.0833333333335
Poland,"Beet, for forage",2020,9077.5
Poland,"Cabbage, for forage",2020,7986.25
Poland,"Clover, for forage",2020,4991
Poland,"Hay for forage, from grasses",2020,462.5
Poland,Maize for forage and silage,2020,6533.5
Poland,"Mixed grass and legumes, for forage",2020,3256.666666666667
Poland,"Other forage crops, n.e.c.",2020,5780
Poland,"Other forage products, n.e.c.",2020,4118.333333333333
Poland,"Other grasses, for forage",2020,2408.75
Poland,"Other legumes, for forage",2020,3793.5000000000005
Poland,"Rye grass, for forage",2020,3227.5
Poland,"Sorghum, for forage",2020,6542.5
Poland,"Swedes, for forage",2020,3750
Poland,"Turnips, for forage",2020,5715
Portugal,Alfalfa for forage and silage,2020,3966.111111111111
Portugal,"Beet, for forage",2020,3359.375
Portugal,"Cabbage, for forage",2020,5302.5
Portugal,"Clover, for forage",2020,2976.785714285714
Portugal,"Hay for forage, from grasses",2020,1075.8333333333333
Portugal,Maize for forage and silage,2020,8548.863636363636
Portugal,"Mixed grass and legumes, for forage",2020,3256.666666666667
Portugal,"Other forage crops, n.e.c.",2020,1072.5
Portugal,"Other forage products, n.e.c.",2020,1191.25
Portugal,"Other grasses, for forage",2020,1914.1666666666665
Portugal,"Other legumes, for forage",2020,2776.25
Portugal,"Rye grass, for forage",2020,7417.5
Portugal,"Sorghum, for forage",2020,5620
Portugal,"Swedes, for forage",2020,3750
Portugal,"Turnips, for forage",2020,4467.5
Guinea-Bissau,Alfalfa for forage and silage,2020,5918.851351351352
Guinea-Bissau,"Beet, for forage",2020,9916.73076923077
Guinea-Bissau,"Cabbage, for forage",2020,7986.25
Guinea-Bissau,"Clover, for forage",2020,6082.0999999999995
Guinea-Bissau,"Hay for forage, from grasses",2020,1075.8333333333333
Guinea-Bissau,Maize for forage and silage,2020,9080.849056603773
Guinea-Bissau,"Mixed grass and legumes, for forage",2020,3256.666666666667
Guinea-Bissau,"Other forage crops, n.e.c.",2020,3519
Guinea-Bissau,"Other forage products, n.e.c.",2020,4265.333333333333
Guinea-Bissau,"Other grasses, for forage",2020,3898.815789473684
Guinea-Bissau,"Other legumes, for forage",2020,3793.5000000000005
Guinea-Bissau,"Rye grass, for forage",2020,5695.357142857142
Guinea-Bissau,"Sorghum, for forage",2020,7070.833333333334
Guinea-Bissau,"Swedes, for forage",2020,3750
Guinea-Bissau,"Turnips, for forage",2020,6551.875
Timor-Leste,Alfalfa for forage and silage,2020,5918.851351351352
Timor-Leste,"Beet, for forage",2020,9916.73076923077
Timor-Leste,"Cabbage, for forage",2020,7986.25
Timor-Leste,"Clover, for forage",2020,6082.0999999999995
Timor-Leste,"Hay for forage, from grasses",2020,1075.8333333333333
Timor-Leste,Maize for forage and silage,2020,9080.849056603773
Timor-Leste,"Mixed grass and legumes, for forage",2020,3256.666666666667
Timor-Leste,"Other forage crops, n.e.c.",2020,3519
Timor-Leste,"Other forage products, n.e.c.",2020,4265.333333333333
Timor-Leste,"Other grasses, for forage",2020,3898.815789473684
Timor-Leste,"Other legumes, for forage",2020,3793.5000000000005
Timor-Leste,"Rye grass, for forage",2020,5695.357142857142
Timor-Leste,"Sorghum, for forage",2020,7070.833333333334
Timor-Leste,"Swedes, for forage",2020,3750
Timor-Leste,"Turnips, for forage",2020,6551.875
Puerto Rico,Alfalfa for forage and silage,2020,5918.851351351352
Puerto Rico,"Beet, for forage",2020,9916.73076923077
Puerto Rico,"Cabbage, for forage",2020,7986.25
Puerto Rico,"Clover, for forage",2020,6082.0999999999995
Puerto Rico,"Hay for forage, from grasses",2020,1075.8333333333333
Puerto Rico,Maize for forage and silage,2020,9080.849056603773
Puerto Rico,"Mixed grass and legumes, for forage",2020,3256.666666666667
Puerto Rico,"Other forage crops, n.e.c.",2020,3519
Puerto Rico,"Other forage products, n.e.c.",2020,4265.333333333333
Puerto Rico,"Other grasses, for forage",2020,3898.815789473684
Puerto Rico,"Other legumes, for forage",2020,3793.5000000000005
Puerto Rico,"Rye grass, for forage",2020,5695.357142857142
Puerto Rico,"Sorghum, for forage",2020,7070.833333333334
Puerto Rico,"Swedes, for forage",2020,3750
Puerto Rico,"Turnips, for forage",2020,6551.875
Qatar,Alfalfa for forage and silage,2020,8195.227272727272
Qatar,"Beet, for forage",2020,12585
Qatar,"Cabbage, for forage",2020,7986.25
Qatar,"Clover, for forage",2020,9276.5
Qatar,"Hay for forage, from grasses",2020,1252.5
Qatar,Maize for forage and silage,2020,10732
Qatar,"Mixed grass and legumes, for forage",2020,4455
Qatar,"Other forage crops, n.e.c.",2020,2591.25
Qatar,"Other forage products, n.e.c.",2020,3145
Qatar,"Other grasses, for forage",2020,4383.333333333333
Qatar,"Other legumes, for forage",2020,2476.2500000000005
Qatar,"Rye grass, for forage",2020,2787.5
Qatar,"Sorghum, for forage",2020,4611.666666666667
Qatar,"Swedes, for forage",2020,3750
Qatar,"Turnips, for forage",2020,12750
Romania,Alfalfa for forage and silage,2020,3552.0833333333335
Romania,"Beet, for forage",2020,9077.5
Romania,"Cabbage, for forage",2020,7986.25
Romania,"Clover, for forage",2020,4991
Romania,"Hay for forage, from grasses",2020,462.5
Romania,Maize for forage and silage,2020,6533.5
Romania,"Mixed grass and legumes, for forage",2020,3256.666666666667
Romania,"Other forage crops, n.e.c.",2020,5780
Romania,"Other forage products, n.e.c.",2020,4118.333333333333
Romania,"Other grasses, for forage",2020,2408.75
Romania,"Other legumes, for forage",2020,3793.5000000000005
Romania,"Rye grass, for forage",2020,3227.5
Romania,"Sorghum, for forage",2020,6542.5
Romania,"Swedes, for forage",2020,3750
Romania,"Turnips, for forage",2020,5715
Russian Federation,Alfalfa for forage and silage,2020,3552.0833333333335
Russian Federation,"Beet, for forage",2020,9077.5
Russian Federation,"Cabbage, for forage",2020,7986.25
Russian Federation,"Clover, for forage",2020,4991
Russian Federation,"Hay for forage, from grasses",2020,462.5
Russian Federation,Maize for forage and silage,2020,6533.5
Russian Federation,"Mixed grass and legumes, for forage",2020,3256.666666666667
Russian Federation,"Other forage crops, n.e.c.",2020,5780
Russian Federation,"Other forage products, n.e.c.",2020,4118.333333333333
Russian Federation,"Other grasses, for forage",2020,2408.75
Russian Federation,"Other legumes, for forage",2020,3793.5000000000005
Russian Federation,"Rye grass, for forage",2020,3227.5
Russian Federation,"Sorghum, for forage",2020,6542.5
Russian Federation,"Swedes, for forage",2020,3750
Russian Federation,"Turnips, for forage",2020,5715
Rwanda,Alfalfa for forage and silage,2020,5918.851351351352
Rwanda,"Beet, for forage",2020,9916.73076923077
Rwanda,"Cabbage, for forage",2020,7986.25
Rwanda,"Clover, for forage",2020,6082.0999999999995
Rwanda,"Hay for forage, from grasses",2020,1075.8333333333333
Rwanda,Maize for forage and silage,2020,1587.5
Rwanda,"Mixed grass and legumes, for forage",2020,3256.666666666667
Rwanda,"Other forage crops, n.e.c.",2020,3519
Rwanda,"Other forage products, n.e.c.",2020,4265.333333333333
Rwanda,"Other grasses, for forage",2020,3898.815789473684
Rwanda,"Other legumes, for forage",2020,3793.5000000000005
Rwanda,"Rye grass, for forage",2020,5695.357142857142
Rwanda,"Sorghum, for forage",2020,7070.833333333334
Rwanda,"Swedes, for forage",2020,3750
Rwanda,"Turnips, for forage",2020,6551.875
Saint Kitts and Nevis,Alfalfa for forage and silage,2020,5918.851351351352
Saint Kitts and Nevis,"Beet, for forage",2020,9916.73076923077
Saint Kitts and Nevis,"Cabbage, for forage",2020,7986.25
Saint Kitts and Nevis,"Clover, for forage",2020,6082.0999999999995
Saint Kitts and Nevis,"Hay for forage, from grasses",2020,1075.8333333333333
Saint Kitts and Nevis,Maize for forage and silage,2020,9080.849056603773
Saint Kitts and Nevis,"Mixed grass and legumes, for forage",2020,3256.666666666667
Saint Kitts and Nevis,"Other forage crops, n.e.c.",2020,3519
Saint Kitts and Nevis,"Other forage products, n.e.c.",2020,4265.333333333333
Saint Kitts and Nevis,"Other grasses, for forage",2020,3898.815789473684
Saint Kitts and Nevis,"Other legumes, for forage",2020,3793.5000000000005
Saint Kitts and Nevis,"Rye grass, for forage",2020,5695.357142857142
Saint Kitts and Nevis,"Sorghum, for forage",2020,7070.833333333334
Saint Kitts and Nevis,"Swedes, for forage",2020,3750
Saint Kitts and Nevis,"Turnips, for forage",2020,6551.875
Saint Lucia,Alfalfa for forage and silage,2020,5918.851351351352
Saint Lucia,"Beet, for forage",2020,9916.73076923077
Saint Lucia,"Cabbage, for forage",2020,7986.25
Saint Lucia,"Clover, for forage",2020,6082.0999999999995
Saint Lucia,"Hay for forage, from grasses",2020,1075.8333333333333
Saint Lucia,Maize for forage and silage,2020,9080.849056603773
Saint Lucia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Saint Lucia,"Other forage crops, n.e.c.",2020,3519
Saint Lucia,"Other forage products, n.e.c.",2020,4265.333333333333
Saint Lucia,"Other grasses, for forage",2020,3898.815789473684
Saint Lucia,"Other legumes, for forage",2020,3793.5000000000005
Saint Lucia,"Rye grass, for forage",2020,5695.357142857142
Saint Lucia,"Sorghum, for forage",2020,7070.833333333334
Saint Lucia,"Swedes, for forage",2020,3750
Saint Lucia,"Turnips, for forage",2020,6551.875
Saint Vincent and the Grenadines,Alfalfa for forage and silage,2020,5918.851351351352
Saint Vincent and the Grenadines,"Beet, for forage",2020,9916.73076923077
Saint Vincent and the Grenadines,"Cabbage, for forage",2020,7986.25
Saint Vincent and the Grenadines,"Clover, for forage",2020,6082.0999999999995
Saint Vincent and the Grenadines,"Hay for forage, from grasses",2020,1075.8333333333333
Saint Vincent and the Grenadines,Maize for forage and silage,2020,9080.849056603773
Saint Vincent and the Grenadines,"Mixed grass and legumes, for forage",2020,3256.666666666667
Saint Vincent and the Grenadines,"Other forage crops, n.e.c.",2020,3519
Saint Vincent and the Grenadines,"Other forage products, n.e.c.",2020,4265.333333333333
Saint Vincent and the Grenadines,"Other grasses, for forage",2020,3898.815789473684
Saint Vincent and the Grenadines,"Other legumes, for forage",2020,3793.5000000000005
Saint Vincent and the Grenadines,"Rye grass, for forage",2020,5695.357142857142
Saint Vincent and the Grenadines,"Sorghum, for forage",2020,7070.833333333334
Saint Vincent and the Grenadines,"Swedes, for forage",2020,3750
Saint Vincent and the Grenadines,"Turnips, for forage",2020,6551.875
Sao Tome and Principe,Alfalfa for forage and silage,2020,5918.851351351352
Sao Tome and Principe,"Beet, for forage",2020,9916.73076923077
Sao Tome and Principe,"Cabbage, for forage",2020,7986.25
Sao Tome and Principe,"Clover, for forage",2020,6082.0999999999995
Sao Tome and Principe,"Hay for forage, from grasses",2020,1075.8333333333333
Sao Tome and Principe,Maize for forage and silage,2020,9080.849056603773
Sao Tome and Principe,"Mixed grass and legumes, for forage",2020,3256.666666666667
Sao Tome and Principe,"Other forage crops, n.e.c.",2020,3519
Sao Tome and Principe,"Other forage products, n.e.c.",2020,4265.333333333333
Sao Tome and Principe,"Other grasses, for forage",2020,3898.815789473684
Sao Tome and Principe,"Other legumes, for forage",2020,3793.5000000000005
Sao Tome and Principe,"Rye grass, for forage",2020,5695.357142857142
Sao Tome and Principe,"Sorghum, for forage",2020,7070.833333333334
Sao Tome and Principe,"Swedes, for forage",2020,3750
Sao Tome and Principe,"Turnips, for forage",2020,6551.875
Saudi Arabia,Alfalfa for forage and silage,2020,8195.227272727272
Saudi Arabia,"Beet, for forage",2020,12585
Saudi Arabia,"Cabbage, for forage",2020,7986.25
Saudi Arabia,"Clover, for forage",2020,9276.5
Saudi Arabia,"Hay for forage, from grasses",2020,1252.5
Saudi Arabia,Maize for forage and silage,2020,10732
Saudi Arabia,"Mixed grass and legumes, for forage",2020,4455
Saudi Arabia,"Other forage crops, n.e.c.",2020,2591.25
Saudi Arabia,"Other forage products, n.e.c.",2020,3145
Saudi Arabia,"Other grasses, for forage",2020,4383.333333333333
Saudi Arabia,"Other legumes, for forage",2020,2476.2500000000005
Saudi Arabia,"Rye grass, for forage",2020,2787.5
Saudi Arabia,"Sorghum, for forage",2020,4611.666666666667
Saudi Arabia,"Swedes, for forage",2020,3750
Saudi Arabia,"Turnips, for forage",2020,12750
Senegal,Alfalfa for forage and silage,2020,5918.851351351352
Senegal,"Beet, for forage",2020,9916.73076923077
Senegal,"Cabbage, for forage",2020,7986.25
Senegal,"Clover, for forage",2020,6082.0999999999995
Senegal,"Hay for forage, from grasses",2020,1075.8333333333333
Senegal,Maize for forage and silage,2020,9080.849056603773
Senegal,"Mixed grass and legumes, for forage",2020,3256.666666666667
Senegal,"Other forage crops, n.e.c.",2020,3519
Senegal,"Other forage products, n.e.c.",2020,4265.333333333333
Senegal,"Other grasses, for forage",2020,3898.815789473684
Senegal,"Other legumes, for forage",2020,3793.5000000000005
Senegal,"Rye grass, for forage",2020,5695.357142857142
Senegal,"Sorghum, for forage",2020,7070.833333333334
Senegal,"Swedes, for forage",2020,3750
Senegal,"Turnips, for forage",2020,6551.875
Serbia,Alfalfa for forage and silage,2020,3966.111111111111
Serbia,"Beet, for forage",2020,3359.375
Serbia,"Cabbage, for forage",2020,5302.5
Serbia,"Clover, for forage",2020,2976.785714285714
Serbia,"Hay for forage, from grasses",2020,1075.8333333333333
Serbia,Maize for forage and silage,2020,8548.863636363636
Serbia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Serbia,"Other forage crops, n.e.c.",2020,1072.5
Serbia,"Other forage products, n.e.c.",2020,1191.25
Serbia,"Other grasses, for forage",2020,1914.1666666666665
Serbia,"Other legumes, for forage",2020,2776.25
Serbia,"Rye grass, for forage",2020,7417.5
Serbia,"Sorghum, for forage",2020,5620
Serbia,"Swedes, for forage",2020,3750
Serbia,"Turnips, for forage",2020,4467.5
Seychelles,Alfalfa for forage and silage,2020,5918.851351351352
Seychelles,"Beet, for forage",2020,9916.73076923077
Seychelles,"Cabbage, for forage",2020,7986.25
Seychelles,"Clover, for forage",2020,6082.0999999999995
Seychelles,"Hay for forage, from grasses",2020,1075.8333333333333
Seychelles,Maize for forage and silage,2020,1587.5
Seychelles,"Mixed grass and legumes, for forage",2020,3256.666666666667
Seychelles,"Other forage crops, n.e.c.",2020,3519
Seychelles,"Other forage products, n.e.c.",2020,4265.333333333333
Seychelles,"Other grasses, for forage",2020,3898.815789473684
Seychelles,"Other legumes, for forage",2020,3793.5000000000005
Seychelles,"Rye grass, for forage",2020,5695.357142857142
Seychelles,"Sorghum, for forage",2020,7070.833333333334
Seychelles,"Swedes, for forage",2020,3750
Seychelles,"Turnips, for forage",2020,6551.875
Sierra Leone,Alfalfa for forage and silage,2020,5918.851351351352
Sierra Leone,"Beet, for forage",2020,9916.73076923077
Sierra Leone,"Cabbage, for forage",2020,7986.25
Sierra Leone,"Clover, for forage",2020,6082.0999999999995
Sierra Leone,"Hay for forage, from grasses",2020,1075.8333333333333
Sierra Leone,Maize for forage and silage,2020,9080.849056603773
Sierra Leone,"Mixed grass and legumes, for forage",2020,3256.666666666667
Sierra Leone,"Other forage crops, n.e.c.",2020,3519
Sierra Leone,"Other forage products, n.e.c.",2020,4265.333333333333
Sierra Leone,"Other grasses, for forage",2020,3898.815789473684
Sierra Leone,"Other legumes, for forage",2020,3793.5000000000005
Sierra Leone,"Rye grass, for forage",2020,5695.357142857142
Sierra Leone,"Sorghum, for forage",2020,7070.833333333334
Sierra Leone,"Swedes, for forage",2020,3750
Sierra Leone,"Turnips, for forage",2020,6551.875
Singapore,Alfalfa for forage and silage,2020,5918.851351351352
Singapore,"Beet, for forage",2020,9916.73076923077
Singapore,"Cabbage, for forage",2020,7986.25
Singapore,"Clover, for forage",2020,6082.0999999999995
Singapore,"Hay for forage, from grasses",2020,1075.8333333333333
Singapore,Maize for forage and silage,2020,9080.849056603773
Singapore,"Mixed grass and legumes, for forage",2020,3256.666666666667
Singapore,"Other forage crops, n.e.c.",2020,3519
Singapore,"Other forage products, n.e.c.",2020,4265.333333333333
Singapore,"Other grasses, for forage",2020,3898.815789473684
Singapore,"Other legumes, for forage",2020,3793.5000000000005
Singapore,"Rye grass, for forage",2020,5695.357142857142
Singapore,"Sorghum, for forage",2020,7070.833333333334
Singapore,"Swedes, for forage",2020,3750
Singapore,"Turnips, for forage",2020,6551.875
Slovakia,Alfalfa for forage and silage,2020,3552.0833333333335
Slovakia,"Beet, for forage",2020,9077.5
Slovakia,"Cabbage, for forage",2020,7986.25
Slovakia,"Clover, for forage",2020,4991
Slovakia,"Hay for forage, from grasses",2020,462.5
Slovakia,Maize for forage and silage,2020,6533.5
Slovakia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Slovakia,"Other forage crops, n.e.c.",2020,5780
Slovakia,"Other forage products, n.e.c.",2020,4118.333333333333
Slovakia,"Other grasses, for forage",2020,2408.75
Slovakia,"Other legumes, for forage",2020,3793.5000000000005
Slovakia,"Rye grass, for forage",2020,3227.5
Slovakia,"Sorghum, for forage",2020,6542.5
Slovakia,"Swedes, for forage",2020,3750
Slovakia,"Turnips, for forage",2020,5715
Viet Nam,Alfalfa for forage and silage,2020,5918.851351351352
Viet Nam,"Beet, for forage",2020,9916.73076923077
Viet Nam,"Cabbage, for forage",2020,7986.25
Viet Nam,"Clover, for forage",2020,6082.0999999999995
Viet Nam,"Hay for forage, from grasses",2020,1075.8333333333333
Viet Nam,Maize for forage and silage,2020,9080.849056603773
Viet Nam,"Mixed grass and legumes, for forage",2020,3256.666666666667
Viet Nam,"Other forage crops, n.e.c.",2020,3519
Viet Nam,"Other forage products, n.e.c.",2020,4265.333333333333
Viet Nam,"Other grasses, for forage",2020,3898.815789473684
Viet Nam,"Other legumes, for forage",2020,3793.5000000000005
Viet Nam,"Rye grass, for forage",2020,5695.357142857142
Viet Nam,"Sorghum, for forage",2020,7070.833333333334
Viet Nam,"Swedes, for forage",2020,3750
Viet Nam,"Turnips, for forage",2020,6551.875
Slovenia,Alfalfa for forage and silage,2020,3966.111111111111
Slovenia,"Beet, for forage",2020,3359.375
Slovenia,"Cabbage, for forage",2020,5302.5
Slovenia,"Clover, for forage",2020,2976.785714285714
Slovenia,"Hay for forage, from grasses",2020,1075.8333333333333
Slovenia,Maize for forage and silage,2020,8548.863636363636
Slovenia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Slovenia,"Other forage crops, n.e.c.",2020,1072.5
Slovenia,"Other forage products, n.e.c.",2020,1191.25
Slovenia,"Other grasses, for forage",2020,1914.1666666666665
Slovenia,"Other legumes, for forage",2020,2776.25
Slovenia,"Rye grass, for forage",2020,7417.5
Slovenia,"Sorghum, for forage",2020,5620
Slovenia,"Swedes, for forage",2020,3750
Slovenia,"Turnips, for forage",2020,4467.5
Somalia,Alfalfa for forage and silage,2020,5918.851351351352
Somalia,"Beet, for forage",2020,9916.73076923077
Somalia,"Cabbage, for forage",2020,7986.25
Somalia,"Clover, for forage",2020,6082.0999999999995
Somalia,"Hay for forage, from grasses",2020,1075.8333333333333
Somalia,Maize for forage and silage,2020,1587.5
Somalia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Somalia,"Other forage crops, n.e.c.",2020,3519
Somalia,"Other forage products, n.e.c.",2020,4265.333333333333
Somalia,"Other grasses, for forage",2020,3898.815789473684
Somalia,"Other legumes, for forage",2020,3793.5000000000005
Somalia,"Rye grass, for forage",2020,5695.357142857142
Somalia,"Sorghum, for forage",2020,7070.833333333334
Somalia,"Swedes, for forage",2020,3750
Somalia,"Turnips, for forage",2020,6551.875
South Africa,Alfalfa for forage and silage,2020,5918.851351351352
South Africa,"Beet, for forage",2020,9916.73076923077
South Africa,"Cabbage, for forage",2020,7986.25
South Africa,"Clover, for forage",2020,6082.0999999999995
South Africa,"Hay for forage, from grasses",2020,1075.8333333333333
South Africa,Maize for forage and silage,2020,9080.849056603773
South Africa,"Mixed grass and legumes, for forage",2020,3256.666666666667
South Africa,"Other forage crops, n.e.c.",2020,3519
South Africa,"Other forage products, n.e.c.",2020,4265.333333333333
South Africa,"Other grasses, for forage",2020,3898.815789473684
South Africa,"Other legumes, for forage",2020,3793.5000000000005
South Africa,"Rye grass, for forage",2020,5695.357142857142
South Africa,"Sorghum, for forage",2020,7070.833333333334
South Africa,"Swedes, for forage",2020,3750
South Africa,"Turnips, for forage",2020,6551.875
Zimbabwe,Alfalfa for forage and silage,2020,5918.851351351352
Zimbabwe,"Beet, for forage",2020,9916.73076923077
Zimbabwe,"Cabbage, for forage",2020,7986.25
Zimbabwe,"Clover, for forage",2020,6082.0999999999995
Zimbabwe,"Hay for forage, from grasses",2020,1075.8333333333333
Zimbabwe,Maize for forage and silage,2020,1587.5
Zimbabwe,"Mixed grass and legumes, for forage",2020,3256.666666666667
Zimbabwe,"Other forage crops, n.e.c.",2020,3519
Zimbabwe,"Other forage products, n.e.c.",2020,4265.333333333333
Zimbabwe,"Other grasses, for forage",2020,3898.815789473684
Zimbabwe,"Other legumes, for forage",2020,3793.5000000000005
Zimbabwe,"Rye grass, for forage",2020,5695.357142857142
Zimbabwe,"Sorghum, for forage",2020,7070.833333333334
Zimbabwe,"Swedes, for forage",2020,3750
Zimbabwe,"Turnips, for forage",2020,6551.875
Spain,Alfalfa for forage and silage,2020,3966.111111111111
Spain,"Beet, for forage",2020,3359.375
Spain,"Cabbage, for forage",2020,5302.5
Spain,"Clover, for forage",2020,2976.785714285714
Spain,"Hay for forage, from grasses",2020,1075.8333333333333
Spain,Maize for forage and silage,2020,8548.863636363636
Spain,"Mixed grass and legumes, for forage",2020,3256.666666666667
Spain,"Other forage crops, n.e.c.",2020,1072.5
Spain,"Other forage products, n.e.c.",2020,1191.25
Spain,"Other grasses, for forage",2020,1914.1666666666665
Spain,"Other legumes, for forage",2020,2776.25
Spain,"Rye grass, for forage",2020,7417.5
Spain,"Sorghum, for forage",2020,5620
Spain,"Swedes, for forage",2020,3750
Spain,"Turnips, for forage",2020,4467.5
South Sudan,Alfalfa for forage and silage,2020,5918.851351351352
South Sudan,"Beet, for forage",2020,9916.73076923077
South Sudan,"Cabbage, for forage",2020,7986.25
South Sudan,"Clover, for forage",2020,6082.0999999999995
South Sudan,"Hay for forage, from grasses",2020,1075.8333333333333
South Sudan,Maize for forage and silage,2020,1587.5
South Sudan,"Mixed grass and legumes, for forage",2020,3256.666666666667
South Sudan,"Other forage crops, n.e.c.",2020,3519
South Sudan,"Other forage products, n.e.c.",2020,4265.333333333333
South Sudan,"Other grasses, for forage",2020,3898.815789473684
South Sudan,"Other legumes, for forage",2020,3793.5000000000005
South Sudan,"Rye grass, for forage",2020,5695.357142857142
South Sudan,"Sorghum, for forage",2020,7070.833333333334
South Sudan,"Swedes, for forage",2020,3750
South Sudan,"Turnips, for forage",2020,6551.875
Sudan,Alfalfa for forage and silage,2020,3902.5
Sudan,"Beet, for forage",2020,9916.73076923077
Sudan,"Cabbage, for forage",2020,7986.25
Sudan,"Clover, for forage",2020,11322.5
Sudan,"Hay for forage, from grasses",2020,1075.8333333333333
Sudan,Maize for forage and silage,2020,6660
Sudan,"Mixed grass and legumes, for forage",2020,3256.666666666667
Sudan,"Other forage crops, n.e.c.",2020,3519
Sudan,"Other forage products, n.e.c.",2020,855
Sudan,"Other grasses, for forage",2020,3898.815789473684
Sudan,"Other legumes, for forage",2020,3793.5000000000005
Sudan,"Rye grass, for forage",2020,5695.357142857142
Sudan,"Sorghum, for forage",2020,7070.833333333334
Sudan,"Swedes, for forage",2020,3750
Sudan,"Turnips, for forage",2020,6551.875
Suriname,Alfalfa for forage and silage,2020,5490
Suriname,"Beet, for forage",2020,9916.73076923077
Suriname,"Cabbage, for forage",2020,7986.25
Suriname,"Clover, for forage",2020,8560
Suriname,"Hay for forage, from grasses",2020,1075.8333333333333
Suriname,Maize for forage and silage,2020,12805
Suriname,"Mixed grass and legumes, for forage",2020,3256.666666666667
Suriname,"Other forage crops, n.e.c.",2020,3519
Suriname,"Other forage products, n.e.c.",2020,5997.5
Suriname,"Other grasses, for forage",2020,3960
Suriname,"Other legumes, for forage",2020,3793.5000000000005
Suriname,"Rye grass, for forage",2020,10087.5
Suriname,"Sorghum, for forage",2020,11522.5
Suriname,"Swedes, for forage",2020,3750
Suriname,"Turnips, for forage",2020,6551.875
Eswatini,Alfalfa for forage and silage,2020,5918.851351351352
Eswatini,"Beet, for forage",2020,9916.73076923077
Eswatini,"Cabbage, for forage",2020,7986.25
Eswatini,"Clover, for forage",2020,6082.0999999999995
Eswatini,"Hay for forage, from grasses",2020,1075.8333333333333
Eswatini,Maize for forage and silage,2020,9080.849056603773
Eswatini,"Mixed grass and legumes, for forage",2020,3256.666666666667
Eswatini,"Other forage crops, n.e.c.",2020,3519
Eswatini,"Other forage products, n.e.c.",2020,4265.333333333333
Eswatini,"Other grasses, for forage",2020,3898.815789473684
Eswatini,"Other legumes, for forage",2020,3793.5000000000005
Eswatini,"Rye grass, for forage",2020,5695.357142857142
Eswatini,"Sorghum, for forage",2020,7070.833333333334
Eswatini,"Swedes, for forage",2020,3750
Eswatini,"Turnips, for forage",2020,6551.875
Sweden,Alfalfa for forage and silage,2020,7015.625
Sweden,"Beet, for forage",2020,16765
Sweden,"Cabbage, for forage",2020,7986.25
Sweden,"Clover, for forage",2020,5934.166666666666
Sweden,"Hay for forage, from grasses",2020,1512.5
Sweden,Maize for forage and silage,2020,8541.07142857143
Sweden,"Mixed grass and legumes, for forage",2020,2657.5
Sweden,"Other forage crops, n.e.c.",2020,3519
Sweden,"Other forage products, n.e.c.",2020,3492.5
Sweden,"Other grasses, for forage",2020,3520
Sweden,"Other legumes, for forage",2020,3793.5000000000005
Sweden,"Rye grass, for forage",2020,5487.5
Sweden,"Sorghum, for forage",2020,7070.833333333334
Sweden,"Swedes, for forage",2020,3750
Sweden,"Turnips, for forage",2020,6551.875
Switzerland,Alfalfa for forage and silage,2020,2627.5
Switzerland,"Beet, for forage",2020,13865
Switzerland,"Cabbage, for forage",2020,10670
Switzerland,"Clover, for forage",2020,1805
